"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNORRWHKLKNCDEGKDB00661314";3;2020;14;1;30;0;0;1;0;5;2;2;0;2;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;96;0;2;0;0;0;97
"TQRMNORRYHKLKNCDEGKDB00661315";3;2020;14;1;30;0;0;1;0;4;2;2;0;2;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;96;0;1;2;0;0;97
"TQRMNORSPHKLKNCDEGKDB00661366";3;2020;14;1;30;30000;5000;1;129;2;2;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;97
"TQRMNORSQHKLKNCDEGKDB00661367";3;2020;14;1;30;90000;45000;1;173;2;2;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;97
"TQRMNOPUTHKMKMCDEGKDB00661368";3;2020;14;1;30;54000;18000;1;88;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;68
"TQRMNOPUUHKMKMCDEGKDB00661369";3;2020;14;1;30;18500;18500;1;81;3;1;2;0;1;2;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;68
"TQRMNOPUVHKMKMCDEGKDB00661370";3;2020;14;1;30;64200;32100;1;89;3;2;2;0;1;1;1;2;0;2;0;9;"USUCAPION";2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;68
"TQRMNOPUXHKMKMCDEGKDB00661371";3;2020;14;1;30;34000;17000;1;85;3;1;2;0;2;2;2;0;0;0;0;1;;1;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;68
"TQRMNOQQYHKMKMCDEGKDB00661372";3;2020;14;1;30;23000;4600;1;91;2;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;1;0;4;0;0;0;68
"TQRMNOQRPHKMKMCDEGKDB00661373";3;2020;14;1;30;40000;20000;1;86;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;68
"TQRMNOQRQHKMKMCDEGKDB00661374";3;2020;14;1;30;22000;22000;1;78;2;1;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;68
"TQRMNOQTYHKMKNCDEGKDB00661375";3;2020;14;51;30;38000;38000;1;110;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;89
"TQRMNOQTYHKMKNCDEGKDB00661375";3;2020;14;1;30;212000;53000;1;112;4;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;4;2;2;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;96;0;2;0;0;0;89
"TQRMNOQUPHKMKNCDEGKDB00661376";3;2020;14;1;30;140000;35000;1;136;3;3;2;0;2;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;89
"TQRMNOQUQHKMKNCDEGKDB00661377";3;2020;14;1;30;80000;20000;1;112;2;2;2;0;2;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;89
"TQRMNOQUSHKMKNCDEGKDB00661419";3;2020;14;1;30;0;0;1;0;2;1;2;0;2;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;89
"TQRMNOSQWHKMKNCDEGKDB00661420";3;2020;14;1;30;25000;6250;1;98;3;2;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;89
"TQRMNOSQXHKMKNCDEGKDB00661421";3;2020;14;1;30;39600;19800;1;106;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;89
"TQRMNOSRPHKMKNCDEGKDB00661422";3;2020;14;1;30;35600;"11866,67";1;106;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;3;0;3;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;98;0;0;0;89
"TQRMNOSRQHKMKNCDEGKDB00661423";3;2020;14;1;30;78000;13000;1;118;5;5;2;0;1;1;1;2;0;2;0;6;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;6;0;6;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;89
"TQRMNOPUYHKMKRCDEGKDB00661424";3;2020;14;1;30;50500;25250;1;88;2;2;2;0;2;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;74
"TQRMNOPVPHKMKRCDEGKDB00661425";3;2020;14;1;30;0;0;1;0;3;3;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;3;4;0;74
"TQRMNOPVRHKMKRCDEGKDB00661426";3;2020;14;1;30;57400;"9566,67";1;105;5;4;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;3;4;0;0;74
"TQRMNOPVSHKMKRCDEGKDB00661427";3;2020;14;1;30;41500;10375;1;90;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;2;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;74
"TQRMNORPWHKMKRCDEGKDB00661428";3;2020;14;1;30;77500;15500;1;103;4;2;2;0;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;3;4;0;0;74
"TQRMNORPXHKMKRCDEGKDB00661429";3;2020;14;1;30;58000;"19333,33";1;81;4;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;1;1;;4;1;;4;1;1;1;;1;1;1;4;2;2;2;1;0;98;0;0;0;74
"TQRMNOSXVHJLKTCDEGKDB00661458";3;2020;14;1;30;36000;36000;1;163;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;99
"TQRMNOPQVHKOKTCDEGKDB00661395";3;2020;14;1;30;24000;24000;1;133;3;1;2;0;2;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;113
"TQRMNOPQWHKOKTCDEGKDB00661396";3;2020;14;1;30;0;0;1;116;1;1;2;0;2;2;2;0;0;0;0;6;;4;"COCINA ELECTRICA";1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1;;1;2;;4;2;1;1;;1;1;1;1;2;1;2;1;0;98;0;0;0;113
"TQRMNOPQYHKOKTCDEGKDB00661397";3;2020;14;1;30;55000;"18333,33";1;136;3;3;2;0;2;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;;3;2;;4;1;1;1;;1;1;1;1;2;1;2;3;0;97;0;0;0;113
"TQRMNOPTYHKMKUCDEGKDB00661398";3;2020;14;1;30;48000;12000;1;108;5;3;2;0;1;2;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;77
"TQRMNOPUWHKMKUCDEGKDB00661399";3;2020;14;1;30;60000;20000;1;98;4;2;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;3;0;3;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;77
"TQRMNOQWVHKMKUCDEGKDB00661400";3;2020;14;1;30;20000;20000;1;94;4;1;2;0;1;1;2;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;0;1;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;77
"TQRMNOQWXHKMKUCDEGKDB00661330";3;2020;14;1;30;45000;22500;1;94;6;1;1;1;2;2;2;0;0;0;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;77
"TQRMNOPWVHKLLLCDEGKDB00661331";3;2020;14;1;30;45000;22500;1;164;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;90
"TQRMNORTTHKLLLCDEGKDB00661332";3;2020;14;1;30;80000;40000;1;171;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;90
"TQRMNORTUHKLLLCDEGKDB00661333";3;2020;14;1;30;16500;8250;1;146;4;1;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;90
"TQRMNORTVHKLLLCDEGKDB00661334";3;2020;14;1;30;27000;27000;1;142;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;90
"TQRMNORTWHKLLLCDEGKDB00661335";3;2020;14;1;30;75000;37500;1;159;2;1;2;0;1;1;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;90
"TQRMNOSSXHJOLLCDEGPDJ00661996";3;2020;19;1;38;51000;17000;1;323;3;2;2;0;1;2;1;2;0;1;1;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;3;1;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;322
"TQRMNOSXSHLOKQCDEGPDJ00637140";3;2020;19;2;38;84000;21000;1;136;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;4;2;2;2;;1;1;;2;2;1;1;;1;1;1;1;2;1;2;1;0;98;0;0;0;136
"TQRMNOPRTHKMKSCDEGPDJ00662016";3;2020;19;1;38;73000;14600;1;132;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;0;5;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;1;0;3;4;0;0;133
"TQRMNOPRUHKMKSCDEGPDJ00662017";3;2020;19;1;38;34000;17000;1;132;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;133
"TQRMNOPRWHKMKSCDEGPDJ00662018";3;2020;19;1;38;25000;25000;1;133;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;133
"TQRMNORPUHKMKSCDEGPDJ00661934";3;2020;19;1;38;31000;31000;1;132;3;1;2;0;1;2;2;2;0;2;0;8;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;6;2;;4;1;1;1;;1;1;1;1;1;1;2;1;0;98;0;0;0;133
"TQRMNORPUHKMKSCDEGPDJ00661934";3;2020;19;2;38;35000;35000;1;133;3;1;2;0;1;2;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;6;2;;4;1;1;1;;1;1;1;1;1;1;2;1;0;98;0;0;0;133
"TQRMNOSTRHKMKSCDEGPDJ00661935";3;2020;19;1;38;50500;10100;1;133;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;5;2;3;3;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;133
"TQRMNORWQHJMLMCDEGPDJ00661936";3;2020;19;1;38;20000;10000;1;136;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;1;1;1;2;2;2;0;98;0;0;0;136
"TQRMNOQURHKOLMCDEGGFB00660853";3;2020;10;1;50;33800;16900;1;403;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;393
"TQSMNOQUSHKOLMCDEGGFB00660855";3;2020;10;1;50;45000;15000;1;418;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;2;1;;1;2;1;1;;1;1;1;1;1;1;1;2;0;98;0;0;0;393
"TQRMNOQUSHKOLMCDEGGFB00660854";3;2020;10;1;50;32000;16000;1;388;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;393
"TQRMNOSWVHKOLMCDEGGFB00660856";3;2020;10;1;50;68000;"11333,33";1;548;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;3;4;5;0;393
"TQRMNOSWWHKOLMCDEGGFB00660857";3;2020;10;1;50;119000;"39666,67";1;470;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;393
"TQRMNOSXUHKOLMCDEGGFB00660873";3;2020;10;1;50;33000;6600;1;476;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;1;1;1;2;2;2;5;1;4;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;3;0;2;0;0;0;393
"TQRMNORUPHLMLPCDEGGFB00636116";3;2020;10;2;50;35000;8750;1;386;4;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;4;2;2;1;;2;1;;1;2;1;1;;1;2;2;1;2;2;2;2;0;98;0;0;0;360
"TQRMNOPQQHJMLQCDEGGFB00660874";3;2020;10;1;50;56900;28450;1;771;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;3;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;580
"TQRMNOSTVHJMLSCDEGGFB00660831";3;2020;10;1;50;28000;14000;1;482;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;385
"TQRMNOQSRHJNLTCDEGGFB00660832";3;2020;10;1;50;34000;17000;1;521;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;2;2;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;465
"TQRMNOQTUHJNLTCDEGGFB00660833";3;2020;10;1;50;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;465
"TQSMNORXVHJNLTCDEGGFB00660858";3;2020;10;1;50;43000;10750;1;474;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;465
"TQRMNOQVTHJLLUCDEGGFB00660859";3;2020;10;1;50;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;466
"TQSMNORVYHMMLRCDEGGFB00660790";3;2020;10;1;50;23600;"7866,67";1;389;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;3;0;3;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;277
"TQRMNOPUPHJMLQCDEGNFJ00661717";3;2020;17;1;58;70000;35000;1;303;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;1;1;2;2;2;2;2;1;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;236
"TQRMNOQRYHJMLQCDEGNFJ00661718";3;2020;17;1;58;80000;40000;1;389;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;236
"TQRMNOQTPHJMLQCDEGNFJ00661729";3;2020;17;1;58;117000;58500;1;385;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;1;;3;1;;3;1;1;1;;1;1;1;2;2;2;2;1;0;2;0;0;0;236
