"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNOSXRHLLLUCDEFKID00635293";3;2020;4;1;82;56000;28000;1;2491;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1762
"TQRMNOTVRHLKSQCDEIJAH00638886";3;2020;33;1;6;55600;55600;1;2801;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;1;0;1;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2093
"TQRMNOSSPHLMKUCDEIJAH00638911";3;2020;33;1;6;100000;"33333,33";1;309;4;2;2;0;1;1;1;2;0;2;0;1;;4;"electricidad";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;4;1;;1;1;1;2;;1;1;1;2;2;2;2;2;0;98;0;0;0;212
"TQRMNOUPVHLMLLCDEGKDB00636647";3;2020;14;1;30;64000;12800;1;119;4;2;1;1;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;3;4;0;0;104
"TQRMNORWUHLOKNCDEFLID00635347";3;2020;5;1;82;16500;16500;1;461;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;414
"TQRMNOSTQHLMKMCDEIOAH00640044";3;2020;38;1;82;105000;26250;1;110;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;91
"TQRMNOQQYHLMLOCDEHLEH00637746";3;2020;25;1;46;35500;17750;1;89;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;97;0;0;0;83
"TQRMNOPVQHLOKPCDEFOCD00635734";3;2020;8;1;22;20000;4000;1;262;4;3;1;1;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;;4;1;;4;1;1;1;;1;1;1;1;2;1;2;1;0;98;0;0;0;259
"TQRMNORQWHLLLQCDEIJAH00639191";3;2020;33;1;6;46000;46000;1;339;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;4;1;;2;1;1;2;;1;1;1;1;2;2;2;1;0;98;0;0;0;319
"TQRMNOPVTHLOKPCDEFOCD00635750";3;2020;8;1;22;32800;"5466,67";1;278;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;6;1;5;1;;2;1;;4;1;1;1;;1;1;1;1;2;1;2;1;0;98;0;0;0;278
"TQRMNORQVHLLLQCDEIJAH00639190";3;2020;33;1;6;0;0;1;0;4;3;2;0;1;1;2;2;0;1;1;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;445
"TQRMNORPSHLMLQCDEGPDJ00637164";3;2020;19;1;38;86000;"9555,56";1;450;5;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;9;1;8;1;;5;2;;4;2;1;1;;1;1;1;1;2;2;2;2;4;98;0;0;0;451
"TQRMNOTXVHLMNSCDEIJAH00639353";3;2020;33;1;6;0;0;1;0;4;2;1;1;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;;4;1;;3;1;1;2;;1;1;1;1;2;2;2;1;0;98;0;0;0;2029
"TQRMNOPYRHLOKTCDEHLEH00637644";3;2020;25;1;46;66000;22000;1;200;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;2;1;1;1;;1;1;1;1;1;1;2;1;0;2;0;0;0;191
"TQRMNOTRPHLOKSCDEHPJB00638133";3;2020;29;1;90;90500;"30166,67";1;1016;2;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;845
"TQRMNOSVYHLOKSCDEHPJB00638136";3;2020;29;1;90;52500;52500;1;735;3;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;3;1;;4;2;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;743
"TQRMNOTRQHLOKSCDEHPJB00638134";3;2020;29;1;90;60000;60000;1;829;1;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;0;1;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;743
"TQRMNOQYYHLMLQCDEFMDB00635534";3;2020;6;1;30;0;0;1;0;3;1;2;0;2;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;100
"TQRMNOSQPHLOLNCDEHNHB00637967";3;2020;27;1;70;47680;23840;1;212;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;1;1;;1;2;1;1;;1;1;1;2;2;2;2;2;0;1;0;0;0;211
"TQRMNOQUSHLNLNCDEOJAH00640347";3;2020;93;1;62;40000;20000;1;81;5;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;5;1;;4;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;58
"TQSMNOPWSHLOMNCDEGJBF00636351";3;2020;13;1;14;21000;21000;1;1308;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;1224
"TQRMNOSSUHLOKNCDEGPDJ00637115";3;2020;19;1;38;131000;"18714,29";1;153;5;4;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;2;3;4;5;0;0;153
"TQRMNOQYVHLMKOCDEGPDJ00637123";3;2020;19;1;38;100500;25125;1;70;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;0;98;0;0;0;70
"TQRMNORUTHLOMNCDEFKID00635271";3;2020;4;1;82;95000;23750;1;828;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;590
"TQRMNORQVHLKLPCDEIIAD00638718";3;2020;32;1;2;48900;12225;1;2393;3;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;1815
"TQRMNORXQHLMKOCDEIGED00638333";3;2020;30;1;42;115000;28750;1;195;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;113
"TQRMNOQURHLOKMCDEOJAH00640359";3;2020;93;1;6;25000;"8333,33";1;118;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;;1;1;;4;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;85
"TQRMNORXYHLNLPCDEIKAH00639807";3;2020;34;1;6;77000;38500;1;2050;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1042
"TQRMNOSVTHLKLPCDEIIAD00638578";3;2020;32;1;2;50000;25000;1;2295;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;1349
"TQRMNORYPHLNLPCDEIKAH00639665";3;2020;34;1;6;83500;"27833,33";1;724;4;2;1;1;1;1;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;1;3;0;0;590
"TQRMNOPRTHLOMNCDEFKID00635221";3;2020;4;1;82;0;0;1;0;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;4;0;0;0;573
"TQRMNOPRUHLOMNCDEFKID00635289";3;2020;4;1;82;102000;25500;1;925;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;760
"TQRMNORWQHLNKNCDEHMHF00637817";3;2020;26;1;74;39400;"4377,78";1;103;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;9;2;7;1;;3;1;;1;2;2;1;;1;2;2;2;2;2;2;2;4;5;6;7;0;168
"TQRMNOQTRHLMLOCDEGIBJ00636318";3;2020;12;1;18;108600;36200;1;198;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;97;0;0;0;184
"TQRMNOPRWHLOMNCDEFKID00635193";3;2020;4;1;82;75000;18750;1;657;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;0;4;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;536
"TQRMNORPWHLMKOCDEGPDJ00637175";3;2020;19;1;38;60000;30000;1;70;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;70
"TQRMNOPVQHLMLNCDEIGED00638312";3;2020;30;1;42;169000;"56333,33";1;230;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;3;0;0;0;157
"TQRMNOPPWHLMMMCDEHPJB00638153";3;2020;29;1;90;0;0;1;0;6;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;6;1;;4;1;1;1;;1;1;1;2;2;2;2;1;0;96;0;0;0;1225
"TQRMNORPXHLMKOCDEGPDJ00637124";3;2020;19;1;38;85500;28500;1;70;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;3;0;98;0;0;0;70
"TQRMNORUQHLOLLCDEGIBJ00636220";3;2020;12;1;18;0;0;1;0;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;6;2;4;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;3;2;0;0;249
"TQRMNOQTSHLMLOCDEGIBJ00636243";3;2020;12;1;18;58000;14500;1;203;5;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;2;2;2;4;1;3;1;;5;1;;4;1;1;1;;1;1;1;1;2;1;2;1;3;2;0;0;0;178
"TQRMNOQRQHLMLLCDEGGFB00636111";3;2020;10;1;50;25000;6250;1;573;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;465
"TQRMNOPPWHLOLLCDEGIBJ00636216";3;2020;12;1;18;54000;27000;1;292;5;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;5;1;;1;1;1;1;;1;1;1;1;1;2;2;1;0;2;0;0;0;282
"TQRMNOPVRHLMLNCDEIGED00638279";3;2020;30;1;42;53800;13450;1;268;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;179
"TQRMNOPPYHLOLLCDEGIBJ00636196";3;2020;12;1;18;17300;"5766,67";1;412;4;2;2;0;1;2;2;2;0;2;0;3;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;3;0;3;1;;4;1;;1;1;1;1;;1;1;1;1;1;1;2;1;0;2;0;0;0;417
"TQRMNOPVSHLMLNCDEIGED00638313";3;2020;30;1;42;123000;61500;1;201;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;157
"TQRMNOPVTHLMLNCDEIGED00638308";3;2020;30;1;42;17800;4450;1;238;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;168
"TQRMNORUPHLOLLCDEGIBJ00636251";3;2020;12;1;18;25200;12600;1;325;3;2;2;0;1;2;2;2;0;2;0;2;;2;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;3;;4;2;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;294
"TQRMNORVPHLMLNCDEIGED00638251";3;2020;30;1;42;263000;"87666,67";1;373;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;260
"TQRMNORWPHLMLNCDEIGED00638252";3;2020;30;1;42;120700;"40233,33";1;217;2;2;2;0;2;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;3;0;0;0;149
"TQRMNOQSVHLMLOCDEGIBJ00636194";3;2020;12;1;18;146600;"24433,33";1;205;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;1;5;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;3;4;0;0;0;178
"TQRMNOPXWHLKLRCDEGGFB00636080";3;2020;10;1;50;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;3;1;2;1;;3;1;;3;1;1;2;;1;1;1;1;2;2;2;2;0;98;0;0;0;556
"TQRMNORVYHLLKPCDEHIBB00637379";3;2020;22;1;10;54000;54000;1;146;4;1;2;0;1;2;2;2;0;2;0;4;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;0;1;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;144
"TQRMNOTWRHLOKPCDEIJAH00638974";3;2020;33;1;6;6000;1500;1;8661;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;1;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;1;0;2;0;0;0;6811
"TQRMNOSPVHLOKMCDEFLID00635398";3;2020;5;1;82;43000;5375;1;231;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;3;5;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;1;0;5;0;0;0;165
"TQRMNOQTRHLOKQCDEGKDB00636632";3;2020;14;1;30;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;110
"TQRMNOTXWHLOKSCDEGPDJ00637120";3;2020;19;1;38;59500;11900;1;532;1;1;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;5;3;2;1;;1;2;;2;2;1;1;;1;2;1;1;1;2;2;1;0;98;0;0;0;531
"TQRMNOPSPHLOKTCDEFLID00635367";3;2020;5;1;82;47600;"15866,67";1;125;4;3;2;0;2;1;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;4;1;;5;1;1;1;;1;1;1;2;2;2;2;2;0;3;0;0;0;114
"TQRMNOQYQHLKMUCDEIJAH00638883";3;2020;33;1;6;76600;38300;1;2519;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;1798
"TQRMNOPVYHLMLQCDEFMDB00635554";3;2020;6;1;30;39000;19500;1;148;5;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;5;1;;5;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;96
"TQRMNOPPWHLMSRCDEIJAH00638887";3;2020;33;1;6;26800;6700;1;8343;3;2;2;0;1;1;1;2;0;2;0;2;;1;;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;4;2;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;5775
"TQRMNOQUTHLNKPCDEOHCH00640131";3;2020;91;1;26;112000;22400;1;56;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;98;0;0;0;55
"TQRMNOPVPHLMLNCDEGPDJ00637161";3;2020;19;1;38;72000;18000;1;198;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;1;2;98;0;0;0;197
"TQRMNOSUWHLNKPCDEOHCH00640110";3;2020;91;1;26;66000;33000;1;55;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;1;1;2;2;2;0;1;0;0;0;55
"TQRMNOPPWHLNLQCDEGLDF00636710";3;2020;15;1;34;52000;52000;1;162;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;154
"TQRMNORUPHLMKOCDEOHCH00640138";3;2020;91;1;26;98000;98000;1;146;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;143
"TQRMNOQXTHLNLQCDEGLDF00636794";3;2020;15;1;34;37000;18500;1;155;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;3;0;4;0;0;0;156
"TQRMNORURHLMKOCDEOHCH00640148";3;2020;91;1;26;0;0;1;0;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;127
"TQRMNOQUXHLMKUCDEFMDB00635514";3;2020;6;1;30;26000;6500;1;169;3;3;2;0;2;2;2;0;0;0;0;2;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;4;2;1;2;0;0;128
"TQRMNOPTYHLLLMCDEIIAD00638550";3;2020;32;1;2;0;0;1;0;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;3;1;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;8844
"TQRMNORQWHLMKPCDEHNHB00638040";3;2020;27;1;70;69000;23000;1;289;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;3;98;0;0;0;280
"TQRMNOTQYHLOTUCDEIJAH00639334";3;2020;33;1;6;10000;2500;1;4299;4;3;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4;0;4;1;;4;2;;2;2;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;2529
"TQRMNOQTSHLMKTCDEIMBF00639832";3;2020;36;1;14;15000;15000;1;136;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;133
"TQRMNOPWSHLMKNCDEFPCH00635971";3;2020;9;1;26;53300;26650;1;168;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;98;0;0;0;151
"TQRMNOQSVHLOLPCDEHNHB00637932";3;2020;27;1;70;26955;8985;1;206;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;0;3;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;2;0;0;0;211
"TQRMNOTXQHLMKTCDEIMBF00639851";3;2020;36;1;14;90000;90000;1;137;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;96;0;0;0;129
"TQRMNOQVXHLNKMCDEGNFJ00636830";3;2020;17;1;58;30000;15000;1;351;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;314
"TQRMNORWSHLMRUCDEIJAH00639488";3;2020;33;1;6;0;0;1;5458;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;4993
