ID|N_MIEMBRO|BHCH03|BHCH04|BHCH05|BHCH06|BHCH07|BHCH08|BHCH09|BHCH10_01|BHCH10_02|BHCH10_99|BHCH11|BHCH12|BHCH13|BHCH14_01|BHCH14_02|BHCH14_03|BHCH14_04|BHCH14_05|BHCH14_06|BHCH14_07|BHCH14_99|BHCH15|BHDC|SELECCIONADO_BI|BHSL01|BHSL02|BHSL03|BHSL04|BHSL05|BHSL06|BHSL07|BHSL08|BHSL09|BHSL10|BHSL11|BHSL12|BHTV01|BHDC01_01|BHDC01_02|BHDC01_03|BHDC01_04|BHDC01_05|BHDC01_06|BHDC01_07|BHDC01_08|BHDC02_01|BHDC02_02|BHDC02_03|BHDC02_04|BHDC02_05|BHDC02_06
110014|1|46|1|1|3|3|2|||||4|1||||||||98||2|0|0|1|1||||||2|3||2|2|2||||||||||||||
110014|2|28|3|2|4|6|1|1|5|0||8|2|1|||||||98||2|0|1|2||1|3|||||||||2||||||||||||||
110014|3|21|3|2|4|6|2|||||6|2|2|||||||98||2|0|0|1|1||||||2|2||2|2|2||||||||||||||
199583|1|46|1|2|3|2|1|1|3|0||6|2|1|||||||98||2|0|0|1|1||||||2|2||2|2|1||||||||||||||
199583|2|39|2|1|3|2|2|||||4|1||||||||98||2|0|1|2||1|1|||||||||2||||||||||||||
199583|3|10|3|1||6|1|1|8|0||4|2|5|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
199583|4|7|3|2||6|1|1|4|0||4|2|1|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
199583|5|6|3|1||6|1|1|3|45||3|2|0|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
109180|1|42|1|1|3|3|2|||||6|2|4|||||||98||2|0|1|1|1||||||3|1|2||2|1||||||||||||||
109180|2|13|3|2||6|1|1|5|0||6|2|2|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
109180|3|7|3|1||6|1|1|5|0||4|2|2|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
109180|4|4|3|2||6|3||||||||||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
165165|1|73|1|1|3|5|2|||||4|1||2|1|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
165165|2|26|6|1|3|6|2|||||6|1||||||||98||2|0|1|2||1|3|||||||||2||||||||||||||
113722|1|46|1|1|3|4|1|99|4|0||8|2|3|||||||98||2|0|1|1|1||||||1|2||2|2|1||||||||||||||
113722|2|19|3|1|3|6|2|||||6|1||1|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
113722|3|11|3|2||6|2|||||4|1||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
120097|1|58|1|2|4|2|2|||||9|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
120097|2|53|2|1|3|2|2|||||9|1||1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
120097|3|15|3|1|3|6|1|2|5|0||6|2|4|1|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
120097|4|23|3|2|4|6|1|1|5|0||9|2|4|1|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
120097|5|22|3|2|4|6|1|1|5|0||9|2|4|1|2|2|2|2|2|||2|0|1|2||1|3|||||||||2||||||||||||||
120097|6|18|3|1|3|6|1|2|7|0||9|2|0|1|2|2|2|2|2|||2|0|0|2||1|3|||||||||1||||||||||||||
132543|1|37|1|1|3|6|2|||||9|1||1|2|2|2|2|2|||2|0|1|1|1||||||2|1|2||1|1||||||||||||||
102050|1|34|1|2|4|1|2|||||9|1||1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||1||||||||||||||
102050|2|40|2|2|4|1|2|||||8|1||1|2|2|2|2|2|||2|0|0|1|1||||||1|2||1||1||||||||||||||
179500|1|64|1|1|3|5|2|||||6|1||1|2|2|2|2|2|||2|0|1|2||1|3|||||||||1||||||||||||||
146700|1|47|1|1|3|4|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
146700|2|21|3|1|3|6|2|||||6|1||||||||98||2|0|0|1|1||||||1|2||2|2|2||||||||||||||
106877|1|43|1|1|3|1|2|||||4|1||1|2|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
106877|2|44|2|2|4|1|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
106877|3|0|3|2||6|3||||||||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
199173|1|43|1|1|3|3|2|||||6|1||||||||98||2|0|0|1|1||||||4|2||2|2|2||||||||||||||
199173|2|17|3|1|3|6|1|1|4|0||6|2|5|||||||98||2|0|1|2||1|3|||||||||2||||||||||||||
199173|3|12|3|1||6|1|1|4|0||4|2|5|||||||98|||1|0||||||||||||||1|2|2|2|1|2|2|||||||
199173|4|22|3|1|3|6|2|||||6|1||||||||98||2|0|0|2||2|1|||||||||2||||||||||||||
199173|5|9|3|2||6|1|1|4|0||4|2|3|||||||98|||1|0||||||||||||||1|2|2|2|1|2|2|||||||
199173|6|9|3|1||6|1|1|4|0||4|2|3|||||||98|||1|0||||||||||||||1|2|2|2|1|2|2|||||||
128582|1|80|1|1|3|5|2|||||4|2|2|2|1|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
114210|1|72|1|1|3|5|2|||||4|1||2|1|2|2|2|2|||2|0|1|1|1||||||2|1|2||2|2||||||||||||||
114210|2|45|3|1|3|4|2|||||8|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
114210|3|22|6|2|4|6|1|1|||99|6|2|5|||||||98||2|0|0|2||3|||1|||||||2||||||||||||||
114210|4|20|6|2|4|6|2|||||6|1||1|2|2|2|2|2|||2|0|0|2||3|||1|||||||2||||||||||||||
104406|1|42|1|2|4|1|2|||||4|1||||||||98||2|0|1|1|1||||||2|2||2|2|2||||||||||||||
104406|2|40|2|1|3|1|2|||||4|2|4|||||||98||2|0|0|2||2|1|||||||||2||||||||||||||
104406|3|20|3|2|4|6|2|||||6|1||||||||98||2|0|0|1|1||||||3|2||2|2|2||||||||||||||
104406|4|15|3|2|4|6|1|1|5|0||6|2|2|||||||98||2|0|0|2||2|3|||||||||2||||||||||||||
104406|5|1|3|2||6|3||||||||||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
121471|1|73|1|1|3|2|2|||||4|1||2|1|2|2|2|2|||2|0|0|2||2|3|||||||||2||||||||||||||
121471|2|74|2|2|4|2|2|||||4|1||2|1|2|2|2|2|||2|0|1|2||2|3|||||||||2||||||||||||||
133600|1|35|1|2|4|1|2|||||6|1||2|2|1|2|2|2|||2|0|1|1|1||||||4|1|2||1|2||||||||||||||
133600|2|34|2|1|3|1|2|||||6|1||2|2|1|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
133600|3|17|3|1|3|6|1|1|5|0||6|2|5|2|2|1|2|2|2|||2|0|0|2||2|3|||||||||2||||||||||||||
196722|1|81|1|1|3|5|2|||||8|2|3|2|1|2|2|2|2|||2|0|1|2||2|3|||||||||1||||||||||||||
144250|1|49|1|1|3|1|2|||||4|1||2|2|1|1|1|1|||2|0|0|2||2|3|||||||||1||||||||||||||
144250|2|58|2|2|4|1|2|||||8|2|3|2|2|1|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
131065|1|77|1|2|4|2|2|||||6|1||2|1|2|2|2|2|||1|1|1|2||2|3|||||||||2|1|2|2|2|2|2|2|||||||
131065|2|74|2|1|3|2|2|||||4|1||2|1|2|2|2|2|||1|1|0|2||2|3|||||||||2|1|2|2|2|2|2|2|||||||
154007|1|42|1|2|4|2|2|||||4|1||1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
154007|2|38|2|1|3|2|2|||||4|1||1|2|2|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
154007|3|19|3|1|3|6|2|||||6|1||1|2|2|2|2|2|||2|0|0|2||2|3|||||||||2||||||||||||||
154007|4|13|3|1||6|1|1|5|0||6|2|1|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
154007|5|8|3|1||6|1|1|4|30||4|2|2|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
154007|6|0|3|2||6|3||||||||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
196660|1|38|1|2|4|1|2|||||6|2|99|1|2|2|2|2|2|||2|0|0|1|1||||||4|2||1||2||||||||||||||
196660|2|33|2|1|3|1|2|||||8|1||2|2|2|2|2|2|||2|0|1|1|1||||||1|2||1||2||||||||||||||
196660|3|12|3|1||6|1|1|7|30||4|2|6|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|2|1|2||1|2|2|2|2|2
196660|4|10|3|1||6|1|1|7|30||4|2|5|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|2|1|2||1|2|2|2|2|2
196660|5|6|3|1||6|1|1|4|0||4|2|1|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|2|1|2||1|2|2|2|2|2
196660|6|1|3|2||6|3||||||||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|2|1|2||1|2|2|2|2|2
134608|1|22|1|1|3|6|1|1|2|0||9|2|3|2|2|2|2|2|2|||2|0|1|1|1||||||1|2||2|2|2||||||||||||||
134608|2|28|9|2|4|6|2|||||6|2|2|2|2|2|2|2|2|||2|0|0|1|1||||||1|2||2|2|2||||||||||||||
146123|1|25|1|1|3|2|2|||||6|1||2|2|2|2|2|2|||2|0|0|1|1||||||1|3||2|2|2||||||||||||||
146123|2|27|2|2|4|2|2|||||6|2|2|2|2|2|2|2|2|||2|0|1|1|1||||||2|2||2|2|2||||||||||||||
146123|3|4|3|1||6|3||||||||2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
143530|1|23|1|1|3|1|2|||||8|1||1|2|2|2|2|2|||2|0|1|1|1||||||1|2||1||2||||||||||||||
143530|2|25|2|2|4|1|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||3|1|1||2|2||||||||||||||
187182|1|28|1|1|3|1|2|||||4|1||2|2|2|2|2|2|||2|0|0|2||3|||2|3||||||2||||||||||||||
187182|2|31|2|2|4|1|2|||||4|1||2|2|2|2|2|2|||2|0|1|1|1||||||4|2||2|2|2||||||||||||||
187182|3|8|3|1||6|1|1|4|0||4|2|2|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
187182|4|10|3|2||6|1|1|7|0||4|2|5|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
192090|1|35|1|2|4|1|2|||||8|1||1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
192090|2|47|13|2|4|6|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||4|2||1||2||||||||||||||
192090|3|52|13|2|4|6|2|||||6|1||2|2|2|2|2|2|||2|0|0|1|1||||||2|2||2|2|2||||||||||||||
192090|4|40|2|1|3|1|2|||||6|1||2|2|2|2|2|2|||2|0|1|1|1||||||2|2||2|2|2||||||||||||||
192090|5|9|3|2||6|1|1|4|0||4|2|2|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
192090|6|15|3|1|3|6|1|1|4|0||6|2|1|2|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
142690|1|51|1|1|3|4|2|||||6|2|4|2|2|2|2|2|2|||2|0|0|1|1||||||1|1|2||2|1||||||||||||||
142690|2|77|7|2|4|5|2|||||4|2|2|1|1|2|2|2|2|||1|1|1|2||1|3|||||||||2|2|2|2|2|1|2|2|||||||
142690|3|21|3|2|4|6|2|||||6|1||2|2|2|2|2|2|||2|0|0|1|1||||||2|2||2|2|1||||||||||||||
177890|1|30|1|2|4|2|2|||||4|1||1|2|2|2|2|2|||2|0|0|1|1||||||4|2||1||1||||||||||||||
177890|2|28|2|1|3|2|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||1|2||2|2|1||||||||||||||
177890|3|9|3|1||6|1|1|4|0||4|2|4|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
177890|4|2|3|2||6|3||||||||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
175989|1|67|1|2|4|3|2|||||9|1||2|2|2|2|2|2|||2|0|1|1|1||||||99|1|2||2|2||||||||||||||
119240|1|19|1|2|4|6|2|||||6|2|3|2|2|2|2|2|2|||2|0|1|1|1||||||4|2||2|2|2||||||||||||||
104982|1|52|1|2|4|4|2|||||6|2|4|||||||98||2|0|1|2||2|3|||||||||2||||||||||||||
193287|1|45|1|2|4|1|2|||||4|1||||||||98||2|0|0|1|1||||||3|2||2|2|2||||||||||||||
193287|2|42|2|1|3|1|2|||||4|1||||||||98||2|0|1|2||2|1|||||||||2||||||||||||||
193287|3|20|3|1|3|6|2|||||6|1||||||||98||2|0|0|2||2|3|||||||||2||||||||||||||
193287|4|9|3|2||6|1|3|4|30||4|2|3|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
197705|1|46|1|2|4|2|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
197705|2|45|2|1|3|2|2|||||6|2|2|1|2|2|2|2|2|||2|0|1|1|1||||||1|1|2||2|2||||||||||||||
197705|3|19|3|2|4|6|1|1|5|0||6|2|5|1|2|2|2|2|2|||2|0|0|2||2|3|||||||||2||||||||||||||
116893|1|50|1|2|4|2|2|||||6|2|2|2|2|1|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
116893|2|37|2|1|3|2|1|2|5|0||8|2|2|2|2|1|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
116893|3|15|3|2|4|6|1|1|5|0||6|2|2|2|2|1|2|2|2|||2|0|0|2||2|3|||||||||2||||||||||||||
116893|4|7|3|2||6|1|1|4|30||4|2|1|2|2|1|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
195381|1|38|1|2|4|1|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
195381|2|37|2|1|3|1|2|||||8|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
195381|3|12|3|2||6|1|1|5|0||6|2|0|1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
195381|4|8|3|2||6|1|1|4|30||4|2|2|1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
168137|1|59|1|2|4|2|2|||||4|1||||||||98||2|0|0|2||2|3|||||||||2||||||||||||||
168137|2|55|2|1|3|2|2|||||4|1||||||||98||2|0|0|1|1||||||1|2||2|2|2||||||||||||||
168137|3|22|3|2|4|6|1|1|7|0||9|2|2|||||||98||2|0|0|2||2|3|||||||||2||||||||||||||
168137|4|16|3|1|3|6|1|1|5|0||6|2|4|||||||98||2|0|1|2||2|3|||||||||2||||||||||||||
128529|1|72|1|2|4|2|2|||||4|1||2|1|2|2|2|2|||2|0|0|1|1||||||1|1|2||2|1||||||||||||||
128529|2|75|2|1|3|2|2|||||4|1||2|1|2|2|2|2|||2|0|0|2||2|1|||||||||1||||||||||||||
128529|3|45|3|2|4|6|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||1||||||||||||||
178324|1|39|1|2|4|2|2|||||8|1||1|2|2|2|2|2|||2|0|1|1|1||||||4|1|2||1|2||||||||||||||
178324|2|39|2|1|3|2|2|||||8|1||1|2|2|2|2|2|||2|0|0|1|1||||||4|1|2||1|2||||||||||||||
178324|3|14|3|1|3|6|1|1|4|0||6|2|1|1|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
178324|4|9|3|1||6|1|1|4|0||4|2|3|1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
178324|5|9|3|2||6|1|1|4|0||4|2|3|1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
136346|1|55|1|1|3|3|2|||||8|1||1|2|2|2|2|2|||2|0|1|2||2|3|||||||||2||||||||||||||
136346|2|18|13|2|4|6|1|1|6|0||6|2|5|||||||98||2|0|0|2||2|3|||||||||2||||||||||||||
127640|1|59|1|1|3|4|2|||||6|1||1|2|2|2|2|2|||2|0|0|2||2|3|||||||||2||||||||||||||
127640|2|34|3|1|3|1|2|||||8|1||1|2|2|2|2|2|||2|0|0|1|1||||||1|2||1||2||||||||||||||
127640|3|35|5|2|4|1|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||1|2||1||1||||||||||||||
127640|4|3|6|2||6|3||||||||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
184544|1|58|1|2|4|1|2|||||4|1||||||||98||2|0|0|1|1||||||3|2||2|2|2||||||||||||||
184544|2|50|2|1|3|1|2|||||4|1||||||||98||2|0|1|1|1||||||1|2||2|2|2||||||||||||||
184544|3|22|3|1|3|6|2|||||6|1||||||||98||2|0|0|2||3|||1|||||||2||||||||||||||
184544|4|13|3|1||6|1|1|4|30||6|2|0|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
162802|1|71|1|1|3|5|2|||||4|2|3|2|1|2|2|2|2|||2|0|0|1|1||||||1|1|2||2|2||||||||||||||
162802|2|31|3|2|3|1|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||3|2||1||2||||||||||||||
162802|3|26|5|1|3|1|2|||||8|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
159875|1|50|1|2|4|1|2|||||4|1||||||||98||2|0|0|1|1||||||2|1|2||2|2||||||||||||||
159875|2|43|2|1|3|1|2|||||9|2|3|||||||98||2|0|1|2||2|1|||||||||2||||||||||||||
159875|3|12|3|1||6|1|1|4|30||4|2|5|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
189779|1|57|1|2|4|2|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|1|2||1|2||||||||||||||
189779|2|53|2|1|3|2|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||1|1|2||2|2||||||||||||||
167768|1|52|1|2|4|3|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||4|2||1||2||||||||||||||
113949|1|47|1|2|4|1|2|||||4|1||||||||98||2|0|1|1|1||||||3|1|2||2|2||||||||||||||
113949|2|40|2|1|3|1|2|||||4|1||||||||98||2|0|0|2||2|1|||||||||2||||||||||||||
113949|3|18|3|2|4|6|1|1|5|0||6|2|4|||||||98||2|0|0|2||2|3|||||||||2||||||||||||||
113949|4|9|3|1||6|1|3|4|30||4|2|3|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
187455|1|34|1|1|3|1|2|||||6|1||1|2|2|2|2|2|||2|0|1|2||1|1|||||||||1||||||||||||||
187455|2|39|2|2|4|1|2|||||4|1||1|2|2|2|2|2|||2|0|0|1|1||||||4|2||1||2||||||||||||||
187455|3|16|3|1|3|6|1|1|6|0||6|2|5|1|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
187455|4|11|3|2||6|1|1|5|30||6|2|0|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
187455|5|7|3|2||6|1|1|5|0||4|2|1|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
175442|1|66|1|1|3|5|2|||||4|1||2|1|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
145213|1|82|1|2|4|2|2|||||6|2|3|2|1|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
145213|2|78|2|1|3|2|2|||||4|1||2|1|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
178083|1|90|1|2|4|1|2|||||4|2|2|2|1|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
178083|2|84|2|1|3|1|2|||||4|2|2|2|1|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
118944|1|68|1|2|4|1|2|||||4|1||2|1|2|2|2|2|||2|0|1|2||1|3|||||||||2||||||||||||||
118944|2|65|2|1|3|1|2|||||4|1||2|1|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
134784|1|42|1|1|3|2|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||3|1|2||1|2||||||||||||||
134784|2|42|2|2|4|2|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||4|2||1||2||||||||||||||
134784|3|16|3|1|3|6|1|2|5|0||6|2|4|1|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
125490|1|70|1|2|4|2|2|||||6|2|3|2|1|2|2|2|2|||2|0|1|1|1||||||4|1|2||2|2||||||||||||||
125490|2|71|2|1|3|2|2|||||6|2|3|2|1|2|2|2|2|||2|0|0|1|1||||||4|1|2||2|2||||||||||||||
157763|1|73|1|1|4|2|2|||||4|2|2|2|1|2|2|2|2|||2|0|1|2||1|3|||||||||2||||||||||||||
157763|2|69|2|1|3|2|2|||||4|1||2|1|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
135826|1|40|1|2|4|2|2|||||9|1||1|2|2|2|2|2|||2|0|0|1|1||||||3|1|2||1|1||||||||||||||
135826|2|41|2|1|3|2|2|||||9|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|1|2||1|1||||||||||||||
199700|1|58|1|1|3|3|2|||||4|1||||||||98||2|0|0|1|1||||||1|2||2|2|2||||||||||||||
199700|2|17|3|2|4|6|1|1|5|0||6|2|3|||||||98||2|0|1|2||2|3|||||||||2||||||||||||||
199700|3|23|3|2|4|1|2|||||6|2|2|||||||98||2|0|0|1|1||||||1|2||2|2|2||||||||||||||
199700|4|21|5|1|3|1|2|||||6|2|2|||||||98||2|0|0|2||2|1|||||||||1||||||||||||||
199700|5|1|6|2||6|3||||||||||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
178828|1|48|1|2|4|2|2|||||8|1||2|2|1|2|2|2|||2|0|0|2||2|3|||||||||2||||||||||||||
178828|2|47|2|1|3|2|2|||||8|1||2|2|1|2|2|2|||2|0|0|1|1||||||1|1|2||1|2||||||||||||||
178828|3|19|3|2|4|6|1|1|6|0||6|2|5|2|2|1|2|2|2|||2|0|1|2||2|3|||||||||2||||||||||||||
157802|1|60|1|2|4|2|2|||||4|1||1|2|2|2|2|2|||2|0|0|1|1||||||4|1|1||1|2||||||||||||||
157802|2|59|2|1|3|2|2|||||6|2|0|1|2|2|2|2|2|||2|0|0|1|1||||||4|1|2||1|2||||||||||||||
157802|3|34|3|2|4|6|2|||||6|2|3|2|2|2|1|2|2|||2|0|1|1|1||||||2|2||2|2|2||||||||||||||
157802|4|30|3|1|3|6|2|||||9|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
157802|5|23|3|1|3|6|2|||||8|1||1|2|2|2|2|2|||2|0|0|1|1||||||3|1|2||1|2||||||||||||||
161375|1|67|1|2|4|5|2|||||4|1||1|2|2|2|2|2|||2|0|1|2||2|3|||||||||2||||||||||||||
142660|1|39|1|1|3|1|2|||||4|2|1|||||||98||2|0|0|1|1||||||2|1|2||2|2||||||||||||||
142660|2|54|2|2|4|1|2|||||4|2|2|||||||98||2|0|1|2||3|||1|||||||2||||||||||||||
142660|3|21|3|2|4|6|2|||||4|2|3|||||||98||2|0|0|1|1||||||3|2||2|2|2||||||||||||||
142660|4|19|3|2|4|6|2|||||4|2|3|||||||98||2|0|0|1|1||||||3|2||2|2|2||||||||||||||
108515|1|38|1|1|3|6|2|||||4|1||||||||98||2|0|0|2||2|1|||||||||2||||||||||||||
108515|2|14|3|1|3|6|1|1|5|0||6|2|2|||||||98||2|0|1|2||2|3|||||||||2||||||||||||||
108515|3|5|3|2||6|1|1|4|30||3|2|0|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
133308|1|33|1|2|4|2|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
133308|2|30|2|1|3|2|2|||||6|1||1|2|2|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
133308|3|9|3|2||6|1|1|4|30||4|2|2|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
133308|4|5|3|2||6|1|1|4|0||3|2|0|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
131196|1|62|1|1|3|2|2|||||4|1||1|2|2|2|2|2|||2|0|0|2||2|1|||||||||1||||||||||||||
131196|2|64|2|2|4|2|2|||||4|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
184331|1|42|1|1|3|1|2|||||4|2|1|2|2|2|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
184331|2|42|2|2|4|1|2|||||4|2|1|2|2|2|2|2|2|||2|0|0|1|1||||||4|1|2||2|2||||||||||||||
184331|3|22|3|2|4|6|2|||||6|2|3|2|2|2|2|2|2|||2|0|0|1|1||||||4|2||2|2|2||||||||||||||
184331|4|20|3|2|4|6|2|||||5|1||2|2|2|2|2|2|||2|0|0|2||3|||1|||||||2||||||||||||||
184331|5|17|3|1|3|6|2|||||5|1||2|2|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
184331|6|14|3|2|4|6|1|1|5|0||5|2|6|2|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
184331|7|0|3|2||6|3||||||||2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
195455|1|71|1|1|3|3|2|||||4|2|3|1|1|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
195455|2|36|3|1|3|6|2|||||9|1||1|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
142081|1|57|1|2|4|5|2|||||4|1||1|2|2|2|2|2|||2|0|1|1|1||||||4|2||1||2||||||||||||||
144515|1|49|1|1|3|3|2|||||4|2|0|2|2|2|2|2|2|||2|0|0|1|1||||||3|2||2|2|2||||||||||||||
144515|2|25|3|1|3|3|2|||||5|1||2|2|2|2|2|2|||2|0|0|1|1||||||3|2||2|2|2||||||||||||||
144515|3|17|3|2|4|6|1|2|7|30||6|2|3|2|2|2|2|2|2|||2|0|1|1|1||||||1|2||2|2|2||||||||||||||
144515|4|5|6|1||6|1|2|3|0||3|2|0|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
144515|5|1|6|1||6|3||||||||2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
154246|1|40|1|1|3|1|2|||||4|2|2|2|2|2|2|2|2|||2|0|0|2||3|||1|||||||2||||||||||||||
154246|2|18|3|1|3|6|1|1|2|0||9|2|0|2|2|2|2|2|2|||2|0|1|2||3|||1|||||||2||||||||||||||
154246|3|20|3|2|4|6|1|1|4|30||9|2|0|2|2|2|2|2|2|||2|0|0|2||3|||1|||||||2||||||||||||||
154246|4|48|2|2|4|1|2|||||4|1||1|2|2|2|2|2|||2|0|0|1|1||||||4|2||1||2||||||||||||||
167265|1|57|1|2|4|2|2|||||4|2|0|2|2|2|2|2|2|||2|0|0|1|1||||||4|2||2|2|2||||||||||||||
167265|2|58|2|1|3|2|2|||||4|1||1|2|2|2|2|1|||1|1|0|2||2|3|||||||||2|2|2|2|2|1|2|2|||||||
167265|3|31|3|2|4|6|2|||||6|1||2|2|2|2|2|2|||2|0|1|2||3|||1|||||||2||||||||||||||
